溪流分級,主管機關,河川代碼,溪流名稱,"重名
數量",溪流wikiID,別名,上級,"所在縣市
（以 ,分隔）","縣市
wikidata ID","所在鄉鎮區
（以 ,分隔）",鄉鎮區wiki ID,水系,"流入水域
（wikiID)",流入,"主流
or
支流",,
,,,萬安溪,11,,,,屏東縣,,瑪家鄉,,,,,,,
,,,萬安溪,11,,,,臺東縣,,池上鄉,,,,,,,
,,,萬安溪,11,,,,,,,,,,,,,
,,,萬年溪,5,,,,屏東縣,,屏東市,,,,,,,
,,,萬年溪,5,,,,臺東縣,,成功鎮,,,,,,,
,,,萬年溪,5,,,,屏東縣,,屏東市,,,,,,,
,,,萬年溪,5,,,,臺東縣,,成功鎮,,,,,,,
,,,萬年溪,5,,,,,,,,,,,,,
,,,萬年溪排水,1,,,,臺東縣,,成功鎮,,,,太平洋,,縣(市)管區域排水,
中央管河川,,242030,萬里溪,8,Q7967982,,,花蓮縣,,"萬榮鄉,鳳林鎮",,花蓮溪,,,,,
,,,萬里溪,8,,,,花蓮,,,,花蓮溪,,,,,
,,,萬里溪,8,,萬里橋溪,,花蓮縣,,萬榮鄉,,,,,,,
,,,萬里溪,8,,萬里橋溪,,花蓮縣,,鳳林鎮,,,,,,,
,,,萬里溪,8,,萬里橋溪,,,,,,,,,,,
,,,萬里溪,8,,萬里橋溪,,花蓮縣,,萬榮鄉,,,,,,,
,,,萬里溪,8,,萬里橋溪,,花蓮縣,,鳳林鎮,,,,,,,
,,,萬里溪,8,,,,,,,,,,,,,
,,,萬里磺溪,3,,,,新北市,,萬里區,,員潭溪,,員潭溪,,,
,,,萬里磺溪,3,,,,新北市,,萬里區,,,,,,,
,,,萬里磺溪,3,,,,新北市,,萬里區,,,,,,,
,,,萬里磺溪排水幹線,1,,,,新北市,,萬里區,,,,員潭溪,,直轄市管區域排水,
,,,萬朝溪,7,,,,臺東縣,,海端鄉,,,,,,,
,,,萬朝溪,7,,,,臺東縣,,池上鄉,,,,,,,
,,,萬朝溪,7,,,,臺東縣,,海端鄉,,,,,,,
,,,萬朝溪,7,,,,花蓮縣,,富里鄉,,,,,,,
,,,萬朝溪,7,,,,臺東縣,,池上鄉,,,,,,,
,,,萬朝溪,7,,,,花蓮縣,,富里鄉,,,,,,,
,,,萬朝溪,7,,,,,,,,,,,,,
,,,萬寜排水,1,,,,花蓮縣,,富里鄉,,,,阿眉溪,,縣(市)管區域排水,
,,,萬榮排水,1,,,,花蓮縣,,萬榮鄉,,,,長橋排水,,縣(市)管區域排水,
縣市管河川,,144000,萬寮溪,1,#N/A,,,彰化縣,,和美鎮,,,,,,,
,,,萬興大排,1,,,,雲林縣,,水林鄉,,,,牛挑灣溪,,縣(市)管區域排水,
,,,萬豐支線,1,,,,臺中市,,霧峰區,,,,車籠埤排水,,直轄市管區域排水,
,,,萬巒排水幹線,1,,,,屏東縣,,萬巒鄉,,,,東港溪,,縣(市)管區域排水,
,,,萬巒碑一支線,1,,,,屏東縣,,萬巒鄉,,,,,,,
,,,萬巒碑二支線,1,,,,屏東縣,,萬巒鄉,,,,,,,
,,,節制壩,n,,,,,,,,,,,,,
,,,義合中排,1,,,,臺南市,,七股區,,,,東三股中排,,直轄市管區域排水,
,,,義興排水,1,,,,嘉義縣,,水上鄉,,,,八掌溪,,縣(市)管區域排水,
,,,義興溪,1,,,,桃園市,,復興區,,,,,,,
,,,腦寮溪,1,,,,南投縣,,仁愛鄉,,,,,,,
,,,腳毛圳,1,,,,南投縣,,埔里鎮,,,,,,,
,,,萩岡溪,1,,,,,,,,,,,,,
,,,葉子寮溪,5,,,,嘉義縣,,大林鎮,,,,,,,
,,,葉子寮溪,5,,,,嘉義縣,,大林鎮,,,,,,,
,,,葉子寮溪,5,,,,嘉義縣,,梅山鄉,,,,,,,
,經濟部水利署第五河川局,,葉子寮溪,5,,,,嘉義或雲林,,,,,,,,,
,,,葉子寮溪,5,,,,,,,,,,,,,
,,,董門碑排水,1,,,,苗栗縣,,苑裡鎮,,,,台灣海峽,,縣(市)管區域排水,
,,,葫蘆坑,1,,,,南投縣,,中寮鄉,,,,,,,
,,,葫蘆肚排水,1,,,,新竹縣,,峨眉鄉,,,,峨眉溪,,縣(市)管區域排水,
,,,蜂仔坑,1,,,,苗栗縣,,公館鄉,,,,,,,
,,,蜆仔溝排水,1,,,,苗栗縣,,竹南鎮,,,,中港溪,,縣(市)管區域排水,
,,,蜈蚣崙排水幹線,1,,,,南投縣,,埔里,,,,眉溪,,縣(市)管區域排水,
,,,蜈蚣溝,2,,,,花蓮縣,,富里鄉,,,,,,,
,,,蜈蚣溝,2,,,,花蓮縣,,富里鄉,,,,,,,
,,,蜈蚣溪,1,,,,花蓮縣,,壽豐鄉,,,,,,,
,,,蜈蜞坑,1,,,,南投縣,,埔里鎮,,,,,,,
,,,補拉米溪,2,,,,臺東縣,,金峰鄉,,,,,,,
,,,補拉米溪,2,,,,,,,,,,,,,
,林務局東勢處,,裡冷溪,3,,,,臺中市,,和平區,,大甲溪,,大甲溪,,,
,,,裡冷溪,3,,,,臺中市,,和平區,,,,,,,
,,,裡冷溪,3,,,,臺中市,,和平區,,,,,,,
,,,路利潭支線,1,,,,雲林縣,,台西鄉,,,,海口大排,,縣(市)管區域排水,
,,,跳瓜坑,2,,,,南投縣,,國姓鄉,,,,,,,
,,,跳瓜坑,2,,,,南投縣,,國姓鄉,,,,,,,
,,,運河,2,,,,高雄市,,前鎮區,,,,,,,
,,,運河,2,,,,高雄市,,前鎮區,,,,,,,
,,,運動場圳,1,,,,臺中市,,東勢區,,,,,,,
,,,過坑排水分線,1,,,,南投縣,,草屯,,,,青宅溝排水,,縣(市)管區域排水,
,,,過埤排水,1,,,,高雄市,,鳳山區,,,,鳳山溪排水,,直轄市管區域排水,
,,,過港溪排水,1,,,,苗栗縣,,通霄鎮、後龍鎮,,,,台灣海峽,,縣(市)管區域排水,
,,,過溝排水路,1,,,,嘉義縣,,東石鄉、布袋鎮,,,,出海口,,縣(市)管區域排水,
,,,過溝溪,4,,,,苗栗縣,,通霄鎮,,,,,,,
,,,過溝溪,4,,,,苗栗縣,,後龍鎮,,,,,,,
,,,過溝溪,4,,,,苗栗縣,,通霄鎮,,,,,,,
,,,過溝溪,4,,,,苗栗縣,,後龍鎮,,,,,,,
中央管河川,,151024,過溪,4,#N/A,,,南投縣,,竹山鎮,,濁水溪,,,,,
,,,過溪,4,,田子溪,,南投縣,,竹山鎮,,,,,,,
,,,過溪,4,,田子溪,,南投縣,,竹山鎮,,,,,,,
,,,過溪,4,,田子溪,,,,,,,,,,,
,,,過溪子大排,1,,,,雲林縣,,虎尾鎮、西螺鎮,,,,新虎尾溪,,縣(市)管區域排水,
,,,過路子排水,1,,,,嘉義縣,,布袋鎮、義竹鄉,,,,新店排水,,縣(市)管區域排水,
縣市管河川,,207000,達仁溪,3,Q17059768,,,臺東縣,,達仁鄉,,達仁溪,,,,,
,,,達仁溪,3,,,,,,,,,,,,,
,,,達仁溪,3,,,,,,,,,,,,,
,,,達巴拉頓溪,1,,,,臺東縣,,金峰鄉,,,,,,,
,,,達美漢溪,3,,,,宜蘭縣,,南澳鄉,,南澳溪,,南澳南溪,,,
,,,達美漢溪,3,,,,宜蘭縣,,南澳鄉,,南澳溪,,南澳南溪,,,
,,,達美漢溪,3,,,,宜蘭縣,,南澳鄉,,,,,,,
,,,達茵河對溪,1,,,,宜蘭縣,,南澳鄉,,南澳溪,,南澳北溪,,,
,,,達茵荷對溪,2,,,,宜蘭縣,,南澳鄉,,南澳溪,,南澳北溪,,,
,,,達茵荷對溪,2,,,,宜蘭縣,,南澳鄉,,,,,,,
,,,達莫溪,2,,,,花蓮縣,,光復鄉,,,,,,,
,,,達莫溪,2,,,,花蓮縣,,光復鄉,,,,,,,
,,,達莫溪排水,1,,,,花蓮縣,,光復鄉,,,,與馬佛衛仔溪匯流處,,縣(市)管區域排水,
,,,酬勤水庫,1,,,,臺東縣,,綠島鄉,,,,,,,
,,,隘丁寮溪,2,,,,高雄市,,杉林區,,,,,,,
,,,隘丁寮溪,2,,,,,,,,,,,,,
,,,隘口排水,1,,,,新竹縣,,竹北市,,,,頭前溪,,縣(市)管區域排水,
,,,隘口寮排水,1,,,,苗栗縣,,通霄鎮,,,,台灣海峽,,縣(市)管區域排水,
,,,隘口寮溝,2,,,,苗栗縣,,通霄鎮,,,,,,,
,,,隘口寮溝,2,,,,苗栗縣,,通霄鎮,,,,,,,
,,,隘口寮溪,2,,,,苗栗縣,,通霄鎮,,,,,,,
,,,隘口寮溪,2,,,,苗栗縣,,通霄鎮,,,,,,,
,,,隘門1號排水路,1,,,,澎湖縣,,湖西鄉,,,,台灣海峽,,縣(市)管區域排水,
,,,隘界圳,1,,,,宜蘭縣,,員山鄉,,,,,,,
中央管河川,,173022,隘寮北溪,6,Q32172801,,,屏東縣,,"三地門鄉,霧台鄉",,高屏溪,,,,,
,,,隘寮北溪,6,,,,屏東縣,,三地門鄉,,,,,,,
,,,隘寮北溪,6,,,,屏東縣,,霧臺鄉,,,,,,,
,,,隘寮北溪,6,,,,屏東縣,,三地門鄉,,,,,,,
,,,隘寮北溪,6,,,,屏東縣,,霧臺鄉,,,,,,,
,,,隘寮北溪,6,,,,,,,,,,,,,
中央管河川,,173023,隘寮南溪,9,Q32172819,,,屏東縣,,"三地門鄉,瑪家鄉,泰武鄉,霧台鄉",,高屏溪,,,,,
,,,隘寮南溪,9,,,,屏東縣,,三地門鄉,,,,,,,
,,,隘寮南溪,9,,,,屏東縣,,瑪家鄉,,,,,,,
,,,隘寮南溪,9,,,,屏東縣,,霧臺鄉,,,,,,,
,,,隘寮南溪,9,,,,屏東縣,,三地門鄉,,,,,,,
,,,隘寮南溪,9,,,,屏東縣,,泰武鄉,,,,,,,
,,,隘寮南溪,9,,,,屏東縣,,瑪家鄉,,,,,,,
,,,隘寮南溪,9,,,,屏東縣,,霧臺鄉,,,,,,,
,,,隘寮南溪,9,,,,,,,,,,,,,
中央管河川,,173020,隘寮溪,19,Q4697063,,,屏東縣,,"高樹鄉,三地門鄉,瑪家鄉,泰武鄉,霧台鄉",,高屏溪,,,,,
中央管河川,,143043,隘寮溪,19,#N/A,,,南投縣,,草屯鎮,,烏溪,,,,,
,,,隘寮溪,19,,,,屏東縣,,里港鄉,,,,,,,
,,,隘寮溪,19,,,,屏東縣,,高樹鄉,,,,,,,
,,,隘寮溪,19,,,,屏東縣,,內埔鄉,,,,,,,
,,,隘寮溪,19,,,,屏東縣,,鹽埔鄉,,,,,,,
,,,隘寮溪,19,,,,屏東縣,,三地門鄉,,,,,,,
,,,隘寮溪,19,,,,屏東縣,,里港鄉,,,,,,,
,,,隘寮溪,19,,,,南投縣,,草屯鎮,,,,,,,
,,,隘寮溪,19,,,,屏東縣,,高樹鄉,,,,,,,
,,,隘寮溪,19,,,,屏東縣,,瑪家鄉,,,,,,,
,,,隘寮溪,19,,,,屏東縣,,鹽埔鄉,,,,,,,
,,,隘寮溪,19,,,,屏東縣,,三地門鄉,,,,,,,
,,,隘寮溪,19,,,,屏東縣,,瑪家鄉,,,,,,,
,,,隘寮溪,19,,,,南投縣,,草屯鎮,,,,,,,
,,,隘寮溪,19,,,,,,,,,,,,,
,,,隘寮溪,19,,,,,,,,,,,,,
,,,隘寮溪,19,,,,,,,,,,,,,
,,,隘寮溪,19,,,,,,,,,,,,,
,,,隘寮溪排水,1,,,,"彰化縣,南投縣",,,,,,貓羅溪,,中央管區域排水,
,,,隘寮溪排水幹線,1,,麟洛溪排水,,屏東縣,,屏東市、麟洛鄉、長治鄉、竹田鄉、萬丹鄉,,,,東港溪,,縣(市)管區域排水,
,,,隘寮溪排水溝,2,,,,屏東縣,,九如鄉,,,,,,,
,,,隘寮溪排水溝,2,,,,屏東縣,,屏東市,,,,,,,
,,,雷公坑,4,,乾溪,,南投縣,,竹山鎮,,,,,,,
,,,雷公坑,4,,乾溪,,,,,,,,,,,
,,,雷公坑,4,,乾溪,,南投縣,,竹山鎮,,,,,,,
,,,雷公坑,4,,,,苗栗縣,,西湖鄉,,,,,,,
中央管河川,,151025,雷公坑溪,1,#N/A,,,南投縣,,竹山鎮,,濁水溪,,,,,
,,,雷公埤溝,3,,,,苗栗縣,,竹南鎮,,,,,,,
,,,雷公埤溝,3,,,,苗栗縣,,竹南鎮,,,,,,,
,,,雷公埤溝,3,,,,苗栗縣,,頭份市,,,,,,,
,,,雷公溪,2,,,,嘉義縣,,大埔鄉,,,,,,,
,,,雷公溪,2,,,,嘉義縣,,大埔鄉,,,,,,,
,,,雷厝大排,1,,,,雲林縣,,麥寮鄉、崙背鄉,,,,濁水溪,,縣(市)管區域排水,
,,,電子坑,5,,,,南投縣,,水里鄉,,,,,,,
,,,電子坑,5,,,,南投縣,,魚池鄉,,,,,,,
,,,電子坑,5,,,,南投縣,,水里鄉,,,,,,,
,,,電子坑,5,,,,南投縣,,魚池鄉,,,,,,,
,,,電子坑,5,,,,,,,,,,,,,
,,,電火溪,4,,城廓圳,,臺中市,,外埔區,,,,,,,
,,,電火溪,4,,城廓圳,,臺中市,,外埔區,,,,,,,
,,,電火溪,4,,城廓圳,,臺中市,,后里區,,,,,,,
,,,電火溪,4,,城廓圳,,臺中市,,后里區,,,,,,,
,,,電火溪排水,1,,,,臺中市,,外埔區、后里區,,,,大安溪,,直轄市管區域排水,
中央管河川,,2200J0,電光一號溪,1,#N/A,,,臺東縣,,池上鄉,,卑南溪,,,,,
中央管河川,,2200K0,電光二號溪,1,#N/A,,,臺東縣,,池上鄉,,卑南溪,,,,,
,,,韮菜坑溪,1,,,,,,,,,,,,,
,,,頓物埤第一秋期幹線,1,,"龍頸溪分洪排水幹線,龍頸溪",,屏東縣,,內埔鄉,,,,東港溪,,縣(市)管區域排水,
,,,鼎底窩,1,,,,臺中市,,東勢區,,大甲溪,,大甲溪,,,
,,,鼓山運河排水,1,,,,高雄市,,鼓山區,,,,愛河排水,,直轄市管區域排水,
中央管河川,,220060,嘉武溪,5,#N/A,,,臺東縣,,關山鎮,,卑南溪,,,,,
,,,嘉武溪,5,,,,臺東縣,,池上鄉,,,,,,,
,,,嘉武溪,5,,,,臺東縣,,關山鎮,,,,,,,
,,,嘉武溪,5,,,,臺東縣,,池上鄉,,,,,,,
,,,嘉武溪,5,,,,臺東縣,,關山鎮,,,,,,,
,,,嘉盛排水,1,,,,苗栗縣,,苗栗市,,,,後龍溪,,縣(市)管區域排水,
,,,嘉義排水,1,,,,"嘉義縣,嘉義市",,,,,,朴子溪,,中央管區域排水,
,林務局花蓮處,,嘉農溪,3,,,,花蓮縣萬榮鄉,,,,花蓮溪,,,,,
,,,嘉農溪,3,,,,花蓮縣,,光復鄉,,,,,,,
,,,嘉農溪,3,,,,花蓮縣,,光復鄉,,,,,,,
,,,嘉興小排,1,,,,高雄市,,岡山區,,,,土庫排水,,直轄市管區域排水,
,,,嘉興排水,1,,,,南投縣,,南投市,,,,,,,
,,,嘉興排水支線,1,,,,南投縣,,南投,,,,坑內坑溪,,縣(市)管區域排水,
中央管河川,第一河川局,2560G0,嘉興溪,1,#N/A,,,宜蘭縣,,大同鄉,,蘭陽溪,,,,,
中央管河川,,220035,嘉豐一號溪,1,#N/A,,,臺東縣,,卑南鄉,,卑南溪,,,,,
中央管河川,,220033,嘉豐二號溪,1,#N/A,,,臺東縣,,卑南鄉,,卑南溪,,,,,
中央管河川,,220032,嘉豐溪,1,#N/A,,,臺東縣,,卑南鄉,,卑南溪,,,,,
,,,嘉寶溪,2,,,,新北市,,林口區,,,,,,,
,,,嘉寶溪,2,,,,新北市,,林口區,,,,,,,
,,,墘溝碑排水,1,,,,臺中市,,大里區,,,,大里溪,,直轄市管區域排水,
,,,墘溪,3,,,,南投縣,,埔里鎮,,,,,,,
,,,墘溪,3,,,,南投縣,,仁愛鄉,,,,,,,
,,,墘溪,3,,,,南投縣,,埔里鎮,,,,,,,
中央管河川,,242040,壽豐溪,10,Q7502643,,,花蓮縣,,"壽豐鄉,鳳林鎮",,花蓮溪,,,,,
,,,壽豐溪,10,,,,花蓮,,,,花蓮溪,,,,,
,,,壽豐溪,10,,知呀漢溪,,花蓮縣,,秀林鄉,,,,,,,
,,,壽豐溪,10,,知呀漢溪,,花蓮縣,,萬榮鄉,,,,,,,
,,,壽豐溪,10,,知呀漢溪,,花蓮縣,,壽豐鄉,,,,,,,
,,,壽豐溪,10,,知呀漢溪,,,,,,,,,,,
,,,壽豐溪,10,,知呀漢溪,,花蓮縣,,秀林鄉,,,,,,,
,,,壽豐溪,10,,知呀漢溪,,花蓮縣,,萬榮鄉,,,,,,,
,,,壽豐溪,10,,知呀漢溪,,花蓮縣,,壽豐鄉,,,,,,,
,,,壽豐溪,10,,知呀漢溪,,花蓮縣,,鳳林鎮,,,,,,,
,,,夢幻湖,1,,,,桃園市,,中壢區,,,,,,,
,,,實谷富溪,1,,,,宜蘭縣,,大同鄉,,,,,,,
縣市管河川,,228000,寧埔溪,3,Q10955546,,,臺東縣,,長濱鄉,,寧埔溪,,,,,
,,,寧埔溪,3,,,,臺東縣,,長濱鄉,,,,,,,
,,,寧埔溪,3,,,,,,,,,,,,,
,,,寧靜湖,2,,田寮水庫,,高雄市,,田寮區,,,,,,,
,,,寧靜湖,2,,,,嘉義縣,,民雄鄉,,,,,,,
中央管河川,,143052,廍子溪,2,Q11064256,,,臺中市,,"太平區,北屯區",,烏溪,,,,,
,,,廍子溪,2,,,,,,,,,,,,,
,,,廍後排水,1,,,,宜蘭縣,,壯圍鄉,,,,宜蘭河,,縣(市)管區域排水,
,,,廓子埤支線,2,,,,臺中市,,北屯區,,,,,,,
,,,廓子埤支線,2,,,,臺中市,,北屯區,,,,,,,
,,,廓子溪,4,,,,臺中市,,太平區,,,,,,,
,,,廓子溪,4,,,,臺中市,,北屯區,,,,,,,
,,,廓子溪,4,,,,臺中市,,太平區,,,,,,,
,,,廓子溪,4,,,,臺中市,,北屯區,,,,,,,
,,,廔布魯溪,1,,,,臺東縣,,達仁鄉,,,,,,,
,,,慈恩溪,3,,魯翁溪,,花蓮縣,,秀林鄉,,,,,,,
,,,慈恩溪,3,,魯翁溪,,,,,,,,,,,
,,,慈恩溪,3,,,,,,,,,,,,,
,,,慈湖農莊,1,,,,金門縣,,金寧鄉,,,,慈湖,,縣(市)管區域排水,
,,,摸乳巷坑,2,,,,嘉義縣,,大埔鄉,,,,,,,
,,,摸乳巷坑,2,,,,臺南市,,楠西區,,,,,,,
,,,旗山區第五號排水,1,,,,高雄市,,旗山區,,,,旗山溪,,直轄市管區域排水,
中央管河川,,173030,旗山溪,5,Q57377,,,高雄市,,"那瑪夏區,甲仙區,杉林區,旗山區",,高屏溪,,,,,
,,,旗山溪,5,,,,高雄市,,旗山區,,,,,,,
,,,旗山溪,5,,,,高雄市,,旗山區,,,,,,,
,,,旗山溪,5,,,,,,,,,,,,,
,,,旗山溪,5,,,,,,,,,,,,,
,,,旗南灌溉圳,1,,,,高雄市,,旗山區,,,,,,,
,,,榕樹下坑支線,1,,,,新竹縣,,新埔鎮,,,,太平窩坑幹線,,縣(市)管區域排水,
,,,榮華溪,2,,,,桃園市,,復興區,,,,,,,
,,,榮華溪,2,,,,,,,,,,,,,
,,,榴公圳,3,,,,新北市,,新店區,,,,,,,
,,,榴公圳,3,,,,新北市,,新店區,,,,,,,
,,,榴公圳,3,,,,臺北市,,大安區,,,,,,,
,,,滬尾漁港,1,,,,新北市,,淡水區,,,,,,,
,,,滯洪壩,1,,,,,,,,,,,,,
,,,滴水坑溪,2,,,,臺南市,,南化區,,,,,,,
,,,滴水坑溪,2,,,,,,,,,,,,,
,,,漁人溪,2,,,,臺東縣,,蘭嶼鄉,,漁人溪,,,,,
,,,漁人溪,2,,,,臺東縣,,蘭嶼鄉,,,,,,,
,,,漁澳漁港,1,,,,新北市,,萬里區,,,,,,,
,,,演戲埔腳圳,1,,,,新北市,,淡水區,,,,,,,
,,,漚汪排水,1,,,,臺南市,,將軍區,,,,北航道,,直轄市管區域排水,
,,,漯底排水,1,,,,高雄市,,彌陀區,,,,台灣海峽,,直轄市管區域排水,
,,,熊空溪,3,,,,新北市,,三峽區,,,,,,,
,,,熊空溪,3,,,,新北市,,三峽區,,,,,,,
,,,熊空溪,3,,,,,,,,,,,,,
,,,瑪谷溪,2,,,,南投縣,,仁愛鄉,,,,,,,
,,,瑪谷溪,2,,,,,,,,,,,,,
,,,瑪拉拉歐溪,1,,,,,,,,,,,,,
跨省市河川,,114034,瑪陵坑溪,5,Q35486347,,,基隆市,,七堵區,,淡水河(基隆河),,,,,
,,,瑪陵坑溪,5,,,,基隆市,,,,,,基隆河,,縣(市)管區域排水,
,,,瑪陵坑溪,5,,,,基隆市,,七堵區,,,,,,,
,,,瑪陵坑溪,5,,,,基隆市,,七堵區,,,,,,,
,基隆市政府,,瑪陵坑溪,5,,,,,,,,,,,,,
縣市管河川,,264000,瑪鋉溪,2,Q16929123,,,新北市,,萬里區,,瑪鋉溪,,,,,
,,,瑪鋉溪,2,,,,,,,,,,,,,
,,,瑪鍊溪,2,,,,新北市,,萬里區,,,,,,,
,,,瑪鍊溪,2,,,,新北市,,萬里區,,,,,,,
,,,瑪鍊漁港,1,,萬里漁港,,新北市,,萬里區,,,,,,,
,,,瑪韃娜溪,2,,,,花蓮縣,,光復鄉,,,,,,,
,,,瑪韃娜溪,2,,,,花蓮縣,,光復鄉,,,,,,,
中央管河川,第一河川局,2560N0,碧水溪,2,#N/A,,,宜蘭縣,,大同鄉,,蘭陽溪,,,,,
,,,碧水溪,2,,,,宜蘭縣,,大同鄉,,,,,,,
,,,碧旦溪,2,,,,宜蘭縣,,南澳鄉,,,,,,,
,,,碧旦溪,2,,,,,,,,,,,,,
,,,碧砂漁港,1,,,,基隆市,,中正區,,,,,,,
,,,碧湖溪,3,,,,新北市,,坪林區,,,,,,,
,,,碧湖溪,3,,,,新北市,,坪林區,,,,,,,
,,,碧湖溪,3,,,,,,,,,,,,,
,,,碧綠溪,5,,,,南投縣,,仁愛鄉,,大甲溪,,合歡溪,,,
,,,碧綠溪,5,,,,南投縣,,仁愛鄉,,大甲溪,,合歡溪,,,
,,,碧綠溪,5,,,,臺中市,,和平區,,,,,,,
,,,碧綠溪,5,,,,臺中市,,和平區,,,,,,,
,,,碧綠溪,5,,,,,,,,,,,,,
,臺南市政府都市發展局,,福安坑溪,1,,,,,,,,,,,,,
,,,福安排水,1,,,,高雄市,,旗山區、美濃區,,,,美濃溪,,直轄市管區域排水,
,,,福音排水,1,,,,花蓮縣,,玉里鎮,,,,麻汝溪,,縣(市)管區域排水,
,,,福烘溪,2,,,,臺東縣,,東河鄉,,,,,,,
,,,福烘溪,2,,,,臺東縣,,東河鄉,,,,,,,
,,,福德坑圳,1,,,,宜蘭縣,,頭城鎮,,,,,,,
,,,福德坑溪,5,,,,新北市,,三峽區,,,,中埔溪,,直轄市管區域排水,
,,,福德坑溪,5,,,,宜蘭縣,,頭城鎮,,,,,,,
,,,福德坑溪,5,,,,宜蘭縣,,頭城鎮,,,,,,,
,行政院農業委員會水土保持局臺北分局,,福德坑溪,5,,,,,,,,,,,,,
,,,福德坑溪,5,,,,,,,,,,,,,
縣市管河川,,259000,福德溪,1,#N/A,,,宜蘭縣,,頭城鎮,,福德溪,,,,,
,,,福興坑排水,4,,,,彰化縣,,芬園鄉,,,,,,,
,,,福興坑排水,4,,,,南投縣,,南投市,,,,,,,
,,,福興坑排水,4,,,,彰化縣,,芬園鄉,,,,,,,
,,,福興坑排水,4,,,,南投縣,,南投市,,,,,,,
,,,福興坑排水幹線,1,,,,南投縣,,南投,,,,貓羅溪,,縣(市)管區域排水,
,,,福興溪,1,,,,桃園市,,新屋區,,,,,,,
,,,福興溪排水,1,,,,"桃園縣,新竹縣",,,,,,出海,,中央管區域排水,
,,,福龜圳,1,,,,南投縣,,國姓鄉,,,,,,,
,,,福龜林圳,1,,,,南投縣,,國姓鄉,,,,,,,
,,,福麗分線,1,,,,臺中市,,龍井區,,,,龍井支線,,直轄市管區域排水,
,,,種瓜坑,4,,,,南投縣,,國姓鄉,,,,,,,
,,,種瓜坑,4,,,,南投縣,,埔里鎮,,,,,,,
,,,種瓜坑,4,,,,南投縣,,埔里鎮,,,,,,,
,,,種瓜坑,4,,,,南投縣,,國姓鄉,,,,,,,
,,,箔子寮大排,1,,,,雲林縣,,口湖鄉、四湖鄉,,,,下崙大排一,,縣(市)管區域排水,
,,,箕南窩溪,2,,,,新竹縣,,湖口鄉,,,,,,,
,,,箕南窩溪,2,,,,新竹縣,,湖口鄉,,,,,,,
,,,箕湖排水幹線,1,,,,屏東縣,,新埤鄉,,,,林邊溪,,縣(市)管區域排水,
,,,管草溝排水幹線,1,,,,彰化縣,,伸港鄉,,,,台灣海峽,,縣(市)管區域排水,
,,,綠川,1,,,,,,,,,,,,,
,,,綠川排水,1,,,,臺中市,,北區、中區、南區,,,,旱溪排水,,直轄市管區域排水,
,,,綠茂溪,2,,,,高雄市,,桃源區,,,,,,,
,,,綠茂溪,2,,,,,,,,,,,,,
,,,維興圳排水支線,1,,,,屏東縣,,高樹鄉,,,,後壁溪排水幹線,,縣(市)管區域排水,
,,,網尾埤,1,,,,新竹市,,香山區,,,,,,,
,,,網紗溪,5,,,,屏東縣,,車城鄉,,,,,,,
,,,網紗溪,5,,,,屏東縣,,恆春鎮,,,,,,,
,,,網紗溪,5,,,,屏東縣,,車城鄉,,,,,,,
,,,網紗溪,5,,,,屏東縣,,恆春鎮,,,,,,,
,,,網紗溪,5,,,,,,,,,,,,,
,,,網紗溪排水,1,,,,屏東縣,,恆春鎮,,,,東門溪排水幹線,,縣(市)管區域排水,
,,,網寮港,1,,,,嘉義縣,,東石鄉,,,,,,,
,,,翠峰湖,1,,,,宜蘭縣,,大同鄉,,,,,,,
,,,翡翠水庫,2,,,,新北市,,石碇區,,,,,,,
,,,翡翠水庫,2,,,,新北市,,新店區,,,,,,,
,,,翡翠湖,1,,,,新北市,,土城區,,,,,,,
,,,臺坂溪,1,,,,,,,,,,,,,
,,,舞鶴排水,1,,,,花蓮縣,,瑞穗鄉,,,,紅葉溪,,縣(市)管區域排水,
,,,艋舺溪,1,,,,,,,,,,,,,
,,,䓫萊溪,1,,,,,,,,,,,,,
中央管河川,,151018,蒼庫溪,2,Q32584617,倉庫溪,,南投縣,,信義鄉,,濁水溪,,,,,
,,,蒼庫溪,2,,,,,,,,,,,,,
,,,蝕溝整治,1,,,,,,,,,,,,,
,,,遠望坑溪,1,,,,宜蘭,,,,雙溪河,,,,,
,,,酸柑排水,1,,,,花蓮縣,,玉里鎮,,,,秀姑巒溪,,縣(市)管區域排水,
,,,銀聯排水,1,,,,臺中市,,清水區,,,,台灣海峽,,直轄市管區域排水,
,,,銅安支線,1,,,,臺中市,,大甲區,,,,四好溪排水幹線,,直轄市管區域排水,
,,,銅像埤,1,,,,臺南市,,官田區,,,,,,,
,,,銅寮溪,1,,,,嘉義縣,,梅山鄉,,,,毛樹溪,,,
,,,銅鑼圈圳,1,,,,苗栗縣,,三灣鄉,,,,,,,
,,,銅鑼埤,2,,,,桃園市,,觀音區,,,,,,,
,,,銅鑼埤,2,,,,桃園市,,中壢區,,,,,,,
,,,餉潭排水支線,1,,,,屏東縣,,新埤鄉,,,,箕湖排水幹線,,縣(市)管區域排水,
,,,鳳山水庫,2,,,,高雄市,,林園區,,,,,,,
,,,鳳山水庫,2,,,,高雄市,,小港區,,,,,,,
,,,鳳山圳,1,,,,高雄市,,鳳山區、鳥松區,,,,坔埔排水,,直轄市管區域排水,
,,,鳳山厝支線,1,,,,高雄市,,大社區、仁武區,,,,典寶溪排水,,直轄市管區域排水,
